	Order	Family	Genus	Species	animal	TOTALINNOVATIONS2025	FOODINNO2025	TECHINNO2025	TOTALINNOVATIONS2025_ResEff	FOODINNO2025_ResEff	TECHINNO2025_ResEff	Range.Size	ResearchEffort	DietBreadth	HabitatBreadth	GenerationLength	GenerationLengthFULL	MaxLongevity	Insularity	UrbanFULL	IUCNStatus2019	StatusCode	PopulationTrend2019	TrendCode	HabitatDestruction	Overexploitation	InvasiveSpecies	CriterionB	Brain_size	Relative_brain_size	Beak_length.Culmen	Beak_length.Nares	Beak_width	Beak_depth	Tarsus_length	Wing_length	Kipps_distance	Secondary1	Hand.Wing_index	Tail_length	Mass	Habitat	Habitat_density	Migration	Trophic_level	Trophic_niche	Primary_lifestyle	Range_size	buildingcoll	lbuildingcoll	buildingcoll_mig	lbuildingcoll_mig	buildingcoll_nonmig	lbuildingcoll_nonmig	rawtowercoll	ltowercollnonzero	rawturbinecoll	lturbinecollnonxero	ALLcoll	Abundance.estimate
3474	PELECANIFORMES	ARDEIDAE	Botaurus	Botaurus_stellaris	Botaurus_stellaris	1	0	1	-0.177365496	-0.595068207	0.201694509	18110303.08	283	2	1.78324732	5.5	3.956804095	13.59793322	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	5.959	-0.3	77.3	54.9	11	16.1	94.3	323.8	101.2	223.8	31.2	98.3	1319.45	Wetland	1	2	Carnivore	Aquatic predator	Terrestrial	18110303.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3366095
8593	PELECANIFORMES	PELECANIDAE	Pelecanus	Pelecanus_onocrotalus	Pelecanus_onocrotalus	5	3	2	0.96572872	0.821710861	0.633378987	810182.64	213	1	3.627231467	15.5	14.69613686	51	0	0	Least-Concern	1	unknown	NA	1	1	0	NO	32.235	0.291	359	341.8	54.4	49.1	128.5	646.4	266.8	366.8	42.1	160.8	9322.31	Wetland	3	2	Carnivore	Aquatic predator	Aquatic	810182.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21619138
4537	PELECANIFORMES	PELECANIDAE	Pelecanus	Pelecanus_occidentalis	Pelecanus_occidentalis	9	6	3	1.442364299	1.357895257	0.900908124	1823742.36	265	3	2.308117617	15	9.953688603	32.46788671	0	0	Least-Concern	1	increasing	3	1	1	0	NO	18.396	0.291	319.5	285	38.8	43.4	71.7	494.6	241	259.5	48.1	128.2	3427.84	Marine	3	1	Carnivore	Aquatic predator	Aerial	1823742.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29369405
8600	PELECANIFORMES	THRESKIORNITHIDAE	Platalea	Platalea_leucorodia	Platalea_leucorodia	1	1	0	-0.181192699	0.095456085	-0.493708573	6276598.58	290	3	4.394145321	7.2	9.340384641	28.25	0	0	Least-Concern	1	unknown	NA	0	0	0	NO	11.189	0.135	190.3	172.2	26.3	15.2	129	361.6	146	216	40.4	118.4	1868	Wetland	3	2	Carnivore	Aquatic predator	Terrestrial	6276598.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12989010
3886	PELECANIFORMES	THRESKIORNITHIDAE	Plegadis	Plegadis_falcinellus	Plegadis_falcinellus	1	1	0	-0.144898747	0.120329343	-0.472315512	23712479.58	230	2	3.355595668	6.7	7.246297223	21	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	5.181	-0.022	117.2	102.8	10.4	13.9	86.4	274.8	104.7	165.3	38.9	102.7	626.61	Wetland	3	2	Carnivore	Aquatic predator	Terrestrial	23712479.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39547553
4548	SULIFORMES	PHALACROCORACIDAE	Phalacrocorax	Phalacrocorax_carbo	Phalacrocorax_carbo	16	8	8	1.682832679	1.410355025	1.540806878	24540701.98	1684	2	8.564225941	11.3	8.710598315	27.2	0	0	Least-Concern	1	increasing	3	0	1	0	NO	10.544	-0.094	82.7	57	13.2	18.3	64.2	340.2	124.2	211.7	37.1	148.2	2528.97	Wetland	3	2	Carnivore	Aquatic predator	Aquatic	24540701.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12865671
4517	SULIFORMES	SULIDAE	Morus	Morus_bassanus	Morus_bassanus	0	0	0	-0.908220969	-0.620910752	-0.513679398	18270100.05	360	2	1.317706684	20.7	15.03603245	37.42	0	0	Least-Concern	1	increasing	3	1	1	0	NO	18.755	0.386	98.7	98	24.8	32	60	485.8	300.5	183.5	62.1	206.2	2998.74	Marine	3	2	Carnivore	Aquatic predator	Aerial	18270100.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34544376
4415	CICONIIFORMES	CICONIIDAE	Ciconia	Ciconia_ciconia	Ciconia_ciconia	9	1	8	1.167680548	-0.083116155	1.549929102	5196114	1526	2	1.733618234	16.5	12.48833725	39	0	0	Least-Concern	1	increasing	3	0	0	0	NO	14.8	0.071	189.1	153.4	23.5	33.1	217.2	565.6	260.2	306.8	45.9	249.8	3445.8	Grassland	3	3	Carnivore	Omnivore	Terrestrial	5196114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24808762
8542	CICONIIFORMES	CICONIIDAE	Ciconia	Ciconia_nigra	Ciconia_nigra	1	1	0	-0.281823832	0.02649076	-0.553024458	18362407.3	551	2	2.230483271	15.9	9.710036204	31	0	0	Least-Concern	1	unknown	NA	0	0	0	NO	11.527	-0.087	184.5	145.7	16.6	27.4	192.6	529.5	228.3	300.2	43.1	235.6	2926	Woodland	2	3	Carnivore	Aquatic predator	Terrestrial	18362407.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5943832
7621	GAVIIFORMES	GAVIIDAE	Gavia	Gavia_immer	Gavia_immer	3	1	2	0.445899741	0.050186927	0.565968494	9453280.12	442	3	2.903800475	9.8	11.29641116	29.83333333	0	0	Least-Concern	1	stable	2	0	1	0	NO	10.221	-0.503	97	60.1	10.5	23	86.1	365.2	178	183.2	49.3	59	4956.81	Wetland	3	3	Carnivore	Aquatic predator	Aquatic	9453280.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9682105
3667	GAVIIFORMES	GAVIIDAE	Gavia	Gavia_arctica	Gavia_arctica	0	0	0	-0.857839219	-0.586382733	-0.483982445	18911193.89	261	3	2.619362598	9.8	9.441438261	28	0	0	Least-Concern	1	decreasing	1	1	1	0	NO	7.326	-0.393	71	41.3	8.5	14.2	72.8	285.8	145.3	140.4	50.8	45	2251.1	Wetland	3	3	Carnivore	Aquatic predator	Aquatic	18911193.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9131447
3668	GAVIIFORMES	GAVIIDAE	Gavia	Gavia_stellata	Gavia_stellata	1	1	0	-0.154787601	0.113552236	-0.478144386	16657775.71	245	2	4.108737864	9.8	8.185562761	23.58333333	0	0	Least-Concern	1	decreasing	1	1	1	0	NO	5.663	-0.418	63.1	37.4	7.5	12.2	66.1	275.4	130.7	143.8	47.6	45.6	1486	Wetland	3	3	Carnivore	Aquatic predator	Aquatic	16657775.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23610546
4494	CHARADRIIFORMES	LARIDAE	Larus	Larus_fuscus	Larus_fuscus	2	0	2	0.096989786	-0.684921431	0.52987841	4200335.24	653	4	9.666240175	13.9	12.62376603	34.92	0	1	Least-Concern	1	increasing	3	1	1	0	NO	5.939	0.005	62.3	23	7.9	15.8	61.5	412.2	235.5	174.5	57.4	147	762.36	Coastal	3	2	Carnivore	Aquatic predator	Generalist	4200335.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58600962
7681	CHARADRIIFORMES	LARIDAE	Larus	Larus_hyperboreus	Larus_hyperboreus	3	1	2	0.518573604	0.099992354	0.608805283	2430897.95	278	4	1.920136908	12.4	10.6158173	31.25196582	0	0	Least-Concern	1	stable	2	0	0	0	NO	7.568	-0.144	76.5	28.2	11	22.4	71.2	463	240.9	223.7	51.8	188.2	1529.04	Coastal	3	3	Carnivore	Omnivore	Generalist	2430897.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	949879030
4492	CHARADRIIFORMES	LARIDAE	Larus	Larus_cachinnans	Larus_cachinnans	4	3	1	0.650333051	0.730511457	0.149474846	1659661.38	498	3	7.37709853	12.4	10.62521611	32.083	0	1	Least-Concern	1	increasing	3	1	1	0	NO	NA	NA	65.2	24.3	8	16.5	66.9	427.2	241.2	186	56.5	161.8	1111.89	Coastal	3	3	Carnivore	Omnivore	Generalist	1659661.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15697606
4495	CHARADRIIFORMES	LARIDAE	Larus	Larus_glaucescens	Larus_glaucescens	2	1	1	0.273317751	0.129068227	0.228347831	899194.26	212	3	6.334691798	12.9	13.81947507	32	0	1	Least-Concern	1	increasing	3	0	0	0	NO	7.713	0.083	69.8	25.2	9.2	19.7	65.2	411.8	218.2	193.5	53	166	1056.54	Coastal	3	3	Carnivore	Aquatic predator	Generalist	899194.26	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	42391491
4247	CHARADRIIFORMES	LARIDAE	Larus	Larus_dominicanus	Larus_dominicanus	22	7	15	2.235771584	1.464354937	2.263918572	3780207.34	341	3	3.297147002	11.3	9.33690704	24.3	0	0	Least-Concern	1	increasing	3	0	0	0	NO	6.552	-0.022	64.7	23.4	8.6	19.2	64.7	402	224	178.5	55.6	154.2	952.43	Marine	3	1	Carnivore	Omnivore	Generalist	3780207.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68860521
8571	CHARADRIIFORMES	LARIDAE	Larus	Larus_marinus	Larus_marinus	10	4	6	1.449207867	0.960794381	1.408378266	1075355.21	466	4	2.48880597	12	12.51374299	29.81815368	0	0	Least-Concern	1	unknown	NA	0	1	0	NO	8.242	-0.101	79.1	28	10.2	23.5	74.2	478.2	248.1	227.2	52.3	185.7	1649.71	Coastal	3	2	Omnivore	Omnivore	Terrestrial	1075355.21	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	33499895
3726	CHARADRIIFORMES	LARIDAE	Larus	Larus_argentatus	Larus_argentatus	28	14	14	2.208117627	1.915151451	2.046446893	1540126.95	1781	3	8.530204822	13	14.07477897	34.75	0	1	Least-Concern	1	decreasing	1	1	1	1	NO	6.769	-0.066	74	24.5	8.9	19.6	63.2	430.8	230.3	200.5	53.4	170.2	1090.99	Coastal	3	2	Carnivore	Aquatic predator	Generalist	1540126.95	1	0	1	0	0	NA	4	0.602059991	1	0	0.77815125	89542122
4493	CHARADRIIFORMES	LARIDAE	Larus	Larus_delawarensis	Larus_delawarensis	13	9	4	1.685074907	1.650312739	1.068784941	5396423.36	482	4	4.898963731	10.9	10.06890851	32	0	0	Least-Concern	1	increasing	3	0	0	0	NO	4.476	-0.059	48.1	19.6	6.2	13	51.2	366	205.5	160	56.2	133.2	516.31	Coastal	3	2	Carnivore	Omnivore	Terrestrial	5396423.36	11	1.041392685	5	0.7	6	0.78	NA	NA	8	0.903089987	1.278753601	1229072620
8568	CHARADRIIFORMES	LARIDAE	Larus	Larus_canus	Larus_canus	7	4	3	1.092679859	0.934701017	0.826320025	17992527.98	594	4	6.796704167	9.8	10.67097076	33.67	0	0	Least-Concern	1	unknown	NA	0	0	0	NO	4.09	-0.024	47.8	16.6	5.5	10.1	49.4	351	206.2	145.9	58.6	133.8	412.53	Coastal	3	3	Carnivore	Omnivore	Terrestrial	17992527.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77975623
8007	CHARADRIIFORMES	LARIDAE	Xema	Xema_sabini	Xema_sabini	2	2	0	0.273317751	0.534533335	-0.46479935	563350.81	212	5	1.646771037	6.9	6.057992649	13.79418808	0	0	Least-Concern	1	stable	2	0	0	0	NO	2.251	-0.209	32.1	13.4	4.4	7.7	33.3	265	156.8	107.2	59.4	114.4	198	Marine	3	2	Carnivore	Aquatic predator	Generalist	563350.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58058380
3957	CHARADRIIFORMES	LARIDAE	Rissa	Rissa_tridactyla	Rissa_tridactyla	5	4	1	0.745279748	0.893774578	0.097972721	2307068.48	869	4	1.927966102	12.9	9.781390857	28.5	0	0	Vulnerable	3	decreasing	1	1	1	1	NO	4.362	0.036	44.5	18.8	5.3	10.8	33.9	301	179.1	122.9	59.4	116	415.99	Marine	3	2	Carnivore	Aquatic predator	Aerial	2307068.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	815654031
8733	CHARADRIIFORMES	LARIDAE	Larus	Hydrocoloeus_minutus	Larus_minutus	3	1	2	0.525483769	0.104728083	0.612878402	8322361.57	266	2	6.348754448	NA	5.336173634	20.867	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1.624	-0.245	26.6	12.9	3	5.3	25.9	218.9	126.6	92.3	57.9	88.8	118	Coastal	3	2	Carnivore	Aquatic predator	Generalist	8322361.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8618	CHARADRIIFORMES	LARIDAE	Sterna	Sterna_dougallii	Sterna_dougallii	0	0	0	-0.873255869	-0.596948193	-0.493069615	7673719.23	288	2	3.494025974	10.2	8.35663561	25.7	0	0	Least-Concern	1	unknown	NA	0	1	0	NO	1.558	-0.257	45.3	28.9	3.6	7	19.7	223.8	156	69.8	69.1	165.8	112	Marine	3	3	Carnivore	Aquatic predator	Aerial	7673719.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16333336
8619	CHARADRIIFORMES	LARIDAE	Sterna	Sterna_hirundo	Sterna_hirundo	10	5	5	1.313548193	1.050144576	1.174264522	30248469.5	1106	3	4.778757741	11.5	10.39724168	33.7	0	0	Least-Concern	1	unknown	NA	1	1	0	NO	1.911	-0.133	44.5	24.2	3.8	7	19.5	253.3	170.6	82.6	67.3	129.8	129.15	Marine	3	3	Carnivore	Aquatic predator	Aerial	30248469.5	NA	NA	NA	NA	NA	NA	1	0	NA	NA	0	27073614
3999	CHARADRIIFORMES	LARIDAE	Sterna	Sterna_paradisaea	Sterna_paradisaea	4	3	1	0.665882005	0.741167589	0.158640001	10398468.44	451	3	4.793110691	13.4	11.27037394	34	0	0	Least-Concern	1	decreasing	1	1	1	1	NO	1.578	-0.234	37.8	22.8	3.8	7	16.1	262.7	181.1	80.9	69.1	179.6	110	Coastal	3	3	Carnivore	Aquatic predator	Aerial	10398468.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161798377
8868	CHARADRIIFORMES	LARIDAE	Sterna	Thalasseus_sandvicensis	Sterna_sandvicensis	4	2	2	0.768026098	0.523487715	0.624312792	2802142.59	235	2	3.375402128	NA	8.530597521	27.16666667	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2.513	-0.104	60.5	40.5	5.5	9.7	25.5	288.5	201	88.9	69.3	129	199.83	Marine	3	3	Carnivore	Aquatic predator	Aerial	2802142.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3538	CHARADRIIFORMES	LARIDAE	Chlidonias	Chlidonias_niger	Chlidonias_niger	5	2	3	0.972482161	0.53865711	0.9250418	12943719.56	204	2	5.233042549	8.8	5.682020735	21	0	0	Least-Concern	1	decreasing	1	1	0	1	NO	NA	NA	31.1	18.4	3.5	5.4	15.8	201.7	123.7	75	62.1	77.8	65.3	Wetland	3	3	Carnivore	Aquatic predator	Aerial	12943719.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26164458
8860	CHARADRIIFORMES	LARIDAE	Sterna	Sternula_albifrons	Sterna_albifrons	1	0	1	-0.277200529	-0.663487942	0.142847875	11965931.09	535	2	4.954836131	NA	9.562075141	23.9	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1.037	-0.285	33.5	22.9	3.2	5.8	15.4	169.6	117	50.5	69.8	80	57	Coastal	3	3	Carnivore	Aquatic predator	Aerial	11965931.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4637	CHARADRIIFORMES	ALCIDAE	Uria	Uria_aalge	Uria_aalge	2	1	1	0.047679552	-0.02556793	0.095347941	1547284.08	894	2	1.317706684	15.1	14.77223838	38	0	0	Least-Concern	1	increasing	3	1	1	0	NO	5.747	-0.176	56.8	37.3	8.1	13.3	35.9	196.3	111.2	82.2	57.5	49.8	991.93	Marine	3	3	Carnivore	Aquatic predator	Aquatic	1547284.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45655712
4638	CHARADRIIFORMES	ALCIDAE	Uria	Uria_lomvia	Uria_lomvia	1	0	1	-0.219368616	-0.623854118	0.176936244	2199476.8	370	3	1.317706684	14	12.9330039	31.1427422	0	0	Least-Concern	1	increasing	3	0	1	0	NO	5.395	-0.223	49.3	27.3	8.6	14.3	33.2	206.8	106.8	99.2	51.9	44.4	963.99	Marine	3	3	Carnivore	Aquatic predator	Aquatic	2199476.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30207441
3425	CHARADRIIFORMES	ALCIDAE	Alle	Alle_alle	Alle_alle	0	0	0	-0.824554862	-0.563572033	-0.464363356	375517.37	211	1	1.727731092	15	9.847228032	17.94141174	0	0	Least-Concern	1	decreasing	1	1	1	0	NO	2.122	-0.217	20.2	11.5	7.6	8.3	20.1	115.8	59.5	56.2	51.3	34.3	180.73	Marine	3	3	Carnivore	Aquatic predator	Aquatic	375517.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95426862
3421	CHARADRIIFORMES	ALCIDAE	Alca	Alca_torda	Alca_torda	0	0	0	-0.908655771	-0.621208734	-0.513935688	1228730.51	361	2	1.727731092	13.6	16.36956071	42	0	0	Near-Threatened	2	decreasing	1	1	1	1	NO	5.441	-0.056	42.8	21.1	9.2	23.1	32.4	209.3	116.5	88.5	56.8	94.7	725.99	Marine	3	3	Carnivore	Aquatic predator	Aquatic	1228730.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11239062
8534	CHARADRIIFORMES	ALCIDAE	Cepphus	Cepphus_grylle	Cepphus_grylle	1	0	1	-0.141459202	-0.570460621	0.222859069	2115522.94	225	2	1.727731092	10.9	9.218016945	25.92	0	0	Least-Concern	1	unknown	NA	1	1	1	NO	3.473	-0.138	38.1	22.4	5.9	9.5	29.8	154	66.5	87.5	43.1	51	378	Marine	3	3	Carnivore	Aquatic predator	Aquatic	2115522.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11956515
400	CHARADRIIFORMES	ALCIDAE	Brachyramphus	Brachyramphus_marmoratus	Brachyramphus_marmoratus	0	0	0	-0.88679637	-0.606227877	-0.501050911	1672345.18	314	2	4.89877731	12.1	6.559886244	12.34100313	0	0	Endangered	4	decreasing	1	1	1	1	NO	2.38	-0.212	24.9	14.4	4.1	5.8	15.2	123.5	72.2	51.2	58.4	31	220	Marine	3	3	Carnivore	Aquatic predator	Aquatic	1672345.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3152711
7929	CHARADRIIFORMES	STERCORARIIDAE	Stercorarius	Stercorarius_pomarinus	Stercorarius_pomarinus	7	3	4	1.251222623	0.820211247	1.142914819	3233984.08	216	2	1.646771037	13.5	9.47828739	25.27114344	0	0	Least-Concern	1	stable	2	0	0	0	NO	4.875	-0.139	45.8	16.1	7.2	12.5	52	350.8	196.1	154.5	55.8	175.6	692.47	Marine	3	3	Carnivore	Aquatic predator	Aerial	3233984.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47439504
7927	CHARADRIIFORMES	STERCORARIIDAE	Stercorarius	Stercorarius_longicaudus	Stercorarius_longicaudus	3	3	0	0.53332936	0.803252066	-0.481109392	6233403.78	253	3	1.474867725	12.5	7.780979306	21.28498309	0	0	Least-Concern	1	stable	2	0	0	0	NO	3.012	-0.128	32.9	11.2	5.4	9.2	40.7	301.7	181.4	120.2	60.2	245.5	287.9	Marine	3	3	Carnivore	Aquatic predator	Aerial	6233403.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40432451
7928	CHARADRIIFORMES	STERCORARIIDAE	Stercorarius	Stercorarius_parasiticus	Stercorarius_parasiticus	3	2	1	0.510877895	0.500183378	0.198804026	6277591.31	292	3	1.932156134	13.5	11.21131415	31.1	0	0	Least-Concern	1	stable	2	0	1	0	NO	3.962	-0.097	36.1	12	5.7	9	41.5	310.5	188.3	124.5	60.2	172	444.31	Marine	3	3	Carnivore	Aquatic predator	Aerial	6277591.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34201376
3491	CHARADRIIFORMES	SCOLOPACIDAE	Calidris	Calidris_mauri	Calidris_mauri	2	1	1	0.278570109	0.132667814	0.231443774	310485.3	205	2	3.326086957	7.4	4.041078866	12.53695209	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	0.645	-0.357	21	15.8	2.3	3.5	21	92.2	45.5	47.5	49	38.4	27.82	Shrubland	3	3	Carnivore	Aquatic predator	Terrestrial	310485.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43774252
3495	CHARADRIIFORMES	SCOLOPACIDAE	Calidris	Calidris_pusilla	Calidris_pusilla	3	1	2	0.541587228	0.115764233	0.622370404	2634809.84	240	2	5.648577101	7.4	3.918940547	19.33	0	0	Near-Threatened	2	decreasing	1	1	1	1	NO	0.525	-0.557	22.2	15.9	2.6	4.2	20.7	92.7	50.9	43.1	54.2	39.7	27.5	Grassland	3	3	Carnivore	Aquatic predator	Terrestrial	2634809.84	NA	NA	NA	NA	NA	NA	1	0	3	0.477121255	0.602059991	78862750
3485	CHARADRIIFORMES	SCOLOPACIDAE	Calidris	Calidris_alpina	Calidris_alpina	3	3	0	0.379471413	0.69780892	-0.571799223	4754236.34	675	2	6.996022608	8.1	7.199400859	28.83	0	0	Least-Concern	1	decreasing	1	1	0	1	NO	1.013	-0.256	36.9	28.1	2.9	4.3	24.7	115.1	61.6	53.7	53.4	48.6	51.89	Wetland	3	3	Carnivore	Aquatic predator	Terrestrial	4754236.34	NA	NA	NA	NA	NA	NA	NA	NA	4	0.602059991	0.602059991	74082180
8525	CHARADRIIFORMES	SCOLOPACIDAE	Calidris	Calidris_alba	Calidris_alba	10	6	4	1.518244721	1.344579501	1.112599024	1344741.13	300	4	4.410315186	8.1	6.351770644	18.6	0	0	Least-Concern	1	unknown	NA	0	0	0	NO	1.019	-0.248	30	21.2	3.4	4.2	23.1	119.6	62.7	57	52.3	50.2	51.71	Coastal	3	3	Carnivore	Aquatic predator	Terrestrial	1344741.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32522051
3488	CHARADRIIFORMES	SCOLOPACIDAE	Calidris	Calidris_ferruginea	Calidris_ferruginea	0	0	0	-0.88679637	-0.606227877	-0.501050911	1198699.06	314	2	8.584799437	7.6	5.5274977	20.2026287	0	0	Near-Threatened	2	decreasing	1	1	1	1	NO	1	-0.332	38.5	31.6	3.2	4.3	29.1	129	70.5	58	54.9	48.6	58.08	Coastal	3	3	Carnivore	Aquatic predator	Terrestrial	1198699.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47681277
3486	CHARADRIIFORMES	SCOLOPACIDAE	Calidris	Calidris_canutus	Calidris_canutus	4	4	0	0.640563324	0.946959542	-0.54943099	1604194.57	530	3	5.371179039	6.8	6.902901295	27.3	0	0	Near-Threatened	2	decreasing	1	1	1	1	NO	1.336	-0.543	37.5	26.6	4.1	5.7	29.9	164.4	95.2	69.1	57.9	60.4	141.87	Coastal	3	3	Carnivore	Aquatic predator	Terrestrial	1604194.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62640390
3459	CHARADRIIFORMES	SCOLOPACIDAE	Arenaria	Arenaria_interpres	Arenaria_interpres	18	15	3	2.028985135	2.146721079	0.868351626	2619753.6	377	2	9.154231119	7.3	6.151059997	22.3	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	1.357	-0.504	25.4	15.7	3.9	5.5	25.5	148.8	83.4	66.4	55.6	61	135.98	Coastal	3	3	Carnivore	Aquatic predator	Terrestrial	2619753.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57976203
8629	CHARADRIIFORMES	SCOLOPACIDAE	Tringa	Tringa_totanus	Tringa_totanus	1	0	1	-0.273641564	-0.661048884	0.144945668	19709237.23	523	2	4.898678414	6.2	5.026408088	26.92	0	0	Least-Concern	1	unknown	NA	0	0	0	NO	1.558	-0.336	45.1	31.1	3.4	4.9	47.3	156.9	74.1	82.8	47.2	64.1	129	Wetland	3	3	Carnivore	Aquatic predator	Terrestrial	19709237.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21758458
3860	CHARADRIIFORMES	SCOLOPACIDAE	Phalaropus	Phalaropus_lobatus	Phalaropus_lobatus	2	1	1	0.261248275	0.120796678	0.221233615	9098836.74	229	2	3.89349629	4.9	3.222582303	12.9	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	0.455	-0.861	24.4	19.1	2.5	2.7	18.8	109	54.4	55.2	49.6	50.6	36.68	Wetland	3	3	Carnivore	Aquatic predator	Terrestrial	9098836.74	1	0	1	0	0	NA	NA	NA	NA	NA	0	101526658
3410	CHARADRIIFORMES	SCOLOPACIDAE	Actitis	Actitis_hypoleucos	Actitis_hypoleucos	9	8	1	1.432626847	1.602536337	0.202021312	25847437.41	282	3	8.738587218	6.8	4.422382063	14.5	0	0	Least-Concern	1	decreasing	1	1	0	0	NO	0.844	-0.395	30.1	19.9	3.1	4	22.4	109.9	51.1	55.4	48	57.4	48	Wetland	3	3	Carnivore	Aquatic predator	Terrestrial	25847437.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55736589
3659	CHARADRIIFORMES	SCOLOPACIDAE	Gallinago	Gallinago_gallinago	Gallinago_gallinago	1	1	0	-0.246536212	0.050674351	-0.532224569	20105909.91	440	3	6.032490975	4.8	3.569104375	18.2	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	1.483	-0.311	69.7	56.9	4.6	6	30	127.9	56.6	71.3	44.3	54	112.94	Wetland	3	3	Carnivore	Aquatic predator	Terrestrial	20105909.91	1	0	0	NA	1	0	49	1.69019608	NA	NA	1.698970004	34738195
7907	CHARADRIIFORMES	SCOLOPACIDAE	Scolopax	Scolopax_rusticola	Scolopax_rusticola	2	0	2	0.171154068	-0.634094578	0.573593709	15129244.23	407	3	3.302814513	6.3	3.380518319	16.96336611	0	0	Least-Concern	1	stable	2	0	0	0	NO	2.703	-0.274	76.7	60.9	6.5	10	34.2	192.4	75.1	115.6	39.4	84.8	308.31	Forest	3	3	Carnivore	Omnivore	Terrestrial	15129244.23	21	1.322219295	20	1.3	1	0	NA	NA	NA	NA	1.322219295	3259005
3969	CHARADRIIFORMES	SCOLOPACIDAE	Scolopax	Scolopax_minor	Scolopax_minor	0	0	0	-0.826763529	-0.565085695	-0.46566523	4263445.34	214	1	1.518684604	6.3	3.860470492	20.92	0	0	Least-Concern	1	decreasing	1	0	0	0	NO	2.05	-0.298	71.9	60.6	6.4	9.4	31.3	129.8	40	90.8	30.6	63.4	196.32	Forest	3	3	Carnivore	Invertivore	Terrestrial	4263445.34	926	2.966610987	919	2.96	7	0.85	8	0.903089987	6	0.77815125	2.973127854	698716
3755	CHARADRIIFORMES	SCOLOPACIDAE	Limosa	Limosa_limosa	Limosa_limosa	2	2	0	0.171154068	0.464517711	-0.52501858	10058061.19	407	3	5.801065719	8.6	7.651186278	26.1	0	1	Near-Threatened	2	decreasing	1	1	1	1	NO	2.833	-0.19	113.5	95.6	6	10	78	215.6	110.2	103.6	51.5	78	288.37	Wetland	3	3	Carnivore	Aquatic predator	Terrestrial	10058061.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18579429
